regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,128,115,0.8984,4.0,1024,8192,128,512,473,877.662,892.865,883.325,0.3725
mixed,128,115,0.8984,4.0,1024,8192,1024,4096,3784,1239.517,1276.224,1263.87,0.6634
mixed,128,115,0.8984,4.0,2048,0,128,512,473,386.081,402.047,395.774,0.6071
mixed,128,115,0.8984,4.0,2048,0,1024,4096,3784,771.583,807.168,791.071,0.5476
mixed,128,115,0.8984,4.0,2048,512,128,512,473,480.862,489.471,491.615,1.249
mixed,128,115,0.8984,4.0,2048,512,1024,4096,3784,854.239,899.613,877.595,0.5147
mixed,128,115,0.8984,4.0,2048,4096,128,512,473,1035.49,1056.763,1040.797,0.2495
mixed,128,115,0.8984,4.0,2048,4096,1024,4096,3784,1403.775,1441.469,1427.326,0.6248
mixed,128,115,0.8984,4.0,2048,8192,128,512,473,1651.166,1660.797,1649.66,-0.1564
mixed,128,115,0.8984,4.0,2048,8192,1024,4096,3784,2008.958,2050.27,2034.4,0.6159
pure,256,1,0.0039,4.0,0,0,128,512,129,90.56,163.008,90.848,0.004
pure,256,1,0.0039,4.0,0,0,1024,4096,1036,275.775,924.799,277.248,0.0023
pure,256,2,0.0078,4.0,0,0,128,512,131,90.977,163.232,91.422,0.0062
pure,256,2,0.0078,4.0,0,0,1024,4096,1048,279.199,925.342,281.217,0.0031
pure,256,3,0.0117,4.0,0,0,128,512,132,89.76,163.136,92.0,0.0305
pure,256,3,0.0117,4.0,0,0,1024,4096,1060,281.376,925.052,283.903,0.0039
pure,256,4,0.0156,4.0,0,0,128,512,134,90.368,163.806,91.201,0.0113
pure,256,4,0.0156,4.0,0,0,1024,4096,1072,286.848,922.078,286.335,-0.0008
pure,256,16,0.0625,4.0,0,0,128,512,152,89.887,163.487,95.52,0.0765
pure,256,16,0.0625,4.0,0,0,1024,4096,1216,313.599,926.816,315.519,0.0031
pure,256,32,0.125,4.0,0,0,128,512,176,90.239,164.288,103.264,0.1759
pure,256,32,0.125,4.0,0,0,1024,4096,1408,355.615,924.477,357.952,0.0041
pure,256,64,0.25,4.0,0,0,128,512,224,90.72,164.129,111.809,0.2873
pure,256,64,0.25,4.0,0,0,1024,4096,1792,438.367,924.509,440.159,0.0037
pure,256,128,0.5,4.0,0,0,128,512,320,121.472,162.784,132.607,0.2695
pure,256,128,0.5,4.0,0,0,1024,4096,2560,601.503,928.638,600.064,-0.0044
pure,256,192,0.75,4.0,0,0,128,512,416,138.719,164.513,147.424,0.3375
pure,256,192,0.75,4.0,0,0,1024,4096,3328,765.888,924.831,781.855,0.1005
pure,256,230,0.8984,4.0,0,0,128,512,473,148.416,164.703,155.647,0.444
pure,256,230,0.8984,4.0,0,0,1024,4096,3784,861.023,924.735,869.919,0.1396
mixed,16,2,0.125,1.5,16,0,128,192,136,50.399,51.04,50.497,0.1529
mixed,16,2,0.125,2.0,16,0,128,256,144,50.274,54.88,53.791,0.7636
mixed,16,2,0.125,8.0,16,0,128,1024,240,52.384,68.64,61.346,0.5513
mixed,16,2,0.125,16.0,16,0,128,2048,368,55.552,83.485,68.225,0.4537
mixed,128,16,0.125,1.5,16,0,128,192,136,76.927,79.2,76.642,-0.1254
mixed,128,16,0.125,2.0,16,0,128,256,144,77.31,97.854,81.088,0.1839
mixed,128,16,0.125,8.0,16,0,128,1024,240,86.209,193.984,92.0,0.0537
mixed,128,16,0.125,16.0,16,0,128,2048,368,105.92,304.063,111.808,0.0297
mixed,16,8,0.5,1.5,16,0,128,192,160,51.008,51.519,51.168,0.3131
mixed,16,8,0.5,2.0,16,0,128,256,192,51.327,54.882,53.92,0.7294
pure,16,2,0.125,2.0,0,0,128,256,144,28.544,33.504,31.2,0.5355
pure,16,2,0.125,8.0,0,0,128,1024,240,29.759,47.008,39.073,0.54
pure,16,2,0.125,16.0,0,0,128,2048,368,32.96,62.465,46.4,0.4555
