prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
256,0,1,16384,28.107
256,0,2,16,19.0927
256,0,2,64,18.976
256,0,2,256,20.1497
256,0,2,1024,21.301
256,0,2,4096,22.304
256,0,2,16384,30.634
256,0,4,16,19.5097
256,0,4,64,19.4877
256,0,4,256,20.704
256,0,4,1024,21.6637
256,0,4,4096,22.8377
256,0,4,16384,33.7283
256,0,8,16,19.488
256,0,8,64,19.5837
256,0,8,256,20.6933
256,0,8,1024,21.7063
256,0,8,4096,27.467
256,0,8,16384,43.296
256,0,16,16,19.424
256,0,16,64,19.5623
256,0,16,256,20.7037
256,0,16,1024,22.933
256,0,16,4096,30.9757
256,0,16,16384,60.5537
256,0,32,16,19.5197
256,0,32,64,19.7653
256,0,32,256,21.3757
256,0,32,1024,26.379
256,0,32,4096,43.136
256,0,32,16384,99.3597
256,0,64,16,20.7143
256,0,64,64,20.8853
256,0,64,256,23.4773
256,0,64,1024,32.3623
256,0,64,4096,63.4563
256,0,64,16384,173.408
256,0,128,16,24.1273
256,0,128,64,23.7333
256,0,128,256,28.448
256,0,128,1024,46.3033
256,0,128,4096,103.786
256,0,128,16384,322.495
256,16,0,0,15.3493
256,16,1,16,20.9067
256,16,1,64,20.7467
256,16,1,256,22.0157
256,16,1,1024,22.9647
256,16,1,4096,23.5093
256,16,1,16384,29.6317
256,16,2,16,20.949
256,16,2,64,21.023
256,16,2,256,22.1
256,16,2,1024,23.2637
256,16,2,4096,23.936
256,16,2,16384,32.363
256,16,4,16,21.461
256,16,4,64,21.365
256,16,4,256,22.6137
256,16,4,1024,23.5947
256,16,4,4096,24.651
256,16,4,16384,35.7977
256,16,8,16,21.2903
256,16,8,64,21.408
256,16,8,256,22.5917
256,16,8,1024,23.6367
256,16,8,4096,29.386
256,16,8,16384,44.885
256,16,16,16,21.1093
256,16,16,64,21.184
256,16,16,256,22.4007
256,16,16,1024,24.4583
256,16,16,4096,32.64
256,16,16,16384,62.3147
256,16,32,16,21.354
256,16,32,64,21.5577
256,16,32,256,23.0503
256,16,32,1024,28.2023
256,16,32,4096,44.9173
256,16,32,16384,100.81
256,16,64,16,22.2617
256,16,64,64,22.55
256,16,64,256,25.237
256,16,64,1024,34.4103
256,16,64,4096,64.864
256,16,64,16384,174.911
256,16,128,16,25.802
256,16,128,64,25.4393
256,16,128,256,30.837
256,16,128,1024,47.3063
256,16,128,4096,104.831
256,16,128,16384,326.495
256,64,0,0,15.1257
256,64,1,16,20.651
256,64,1,64,20.683
256,64,1,256,21.8557
256,64,1,1024,22.859
256,64,1,4096,23.392
256,64,1,16384,29.493
256,64,2,16,20.843
256,64,2,64,20.843
256,64,2,256,21.888
256,64,2,1024,23.1043
256,64,2,4096,23.8717
256,64,2,16384,31.8723
256,64,4,16,21.2693
256,64,4,64,21.313
256,64,4,256,22.379
256,64,4,1024,23.4137
256,64,4,4096,24.5433
256,64,4,16384,35.4347
256,64,8,16,21.1947
256,64,8,64,21.3447
256,64,8,256,22.4853
256,64,8,1024,23.5627
256,64,8,4096,29.1733
256,64,8,16384,44.7037
256,64,16,16,21.1943
256,64,16,64,21.1307
256,64,16,256,22.4317
256,64,16,1024,24.4373
256,64,16,4096,32.886
256,64,16,16384,62.378
256,64,32,16,21.247
256,64,32,64,21.451
256,64,32,256,23.029
256,64,32,1024,28.299
256,64,32,4096,44.7257
256,64,32,16384,100.704
256,64,64,16,22.442
256,64,64,64,22.282
256,64,64,256,25.365
256,64,64,1024,34.1867
256,64,64,4096,65.1307
256,64,64,16384,174.357
256,64,128,16,25.6847
256,64,128,64,25.4077
256,64,128,256,30.1973
256,64,128,1024,47.3173
256,64,128,4096,105.066
256,64,128,16384,329.226
256,256,0,0,16.363
256,256,1,16,21.813
